#	X	Y
	0	-0.00227483670220429
	1	-0.0014285355059163833
	2	-9.84431361299146E-4
	3	-7.209252027231515E-4
	4	-5.5122798674535E-4
	5	-4.353076617675186E-4
	6	-3.5250879788554373E-4
	7	-2.9125881589358617E-4
	8	-2.446496311328322E-4
	9	-2.0834415020919324E-4
	10	-1.7950489534967942E-4
	11	-1.5621066692774865E-4
	12	-1.371222956954351E-4
	13	-1.2128273406702712E-4
	14	-1.0799304354503457E-4
	15	-9.67329976161108E-5
	16	-8.710882933403094E-5
	17	-7.881799853321717E-5
	18	-7.162491752839371E-5
	19	-6.53439014277786E-5
	20	-5.982698334244243E-5
	21	-5.495506862520337E-5
	22	-5.063142083393908E-5
	23	-4.677680183875609E-5
	24	-4.3325802415519754E-5
	25	-4.02240410383916E-5
	26	-3.7426003598093303E-5
	27	-3.489336162963144E-5
	28	-3.2593651545279566E-5
	29	-3.04992288838791E-5
	30	-2.8586433977970897E-5
	31	-2.6834921530832865E-5
	32	-2.5227118284474725E-5
	33	-2.3747781535906915E-5
	34	-2.238363761225201E-5
	35	-2.112308416257931E-5
	36	-1.9955943702053888E-5
	37	-1.8873258561543683E-5
	38	-1.7867119474890888E-5
	39	-1.693052163914341E-5
	40	-1.605724332554622E-5
	41	-1.524174309047114E-5
	42	-1.4479072397265667E-5
	43	-1.3764801062961284E-5
	44	-1.3094953421653429E-5
	45	-1.2465953478902302E-5
	46	-1.1874577637896976E-5
	47	-1.131791382527462E-5
	48	-1.079332604514557E-5
	49	-1.0298423552215167E-5
	50	-9.83103396874456E-6
	51	-9.389179778591375E-6
	52	-8.971057722095962E-6
	53	-8.57502068956381E-6
	54	-8.199561772820286E-6
	55	-7.843300185832137E-6
	56	-7.504968808039409E-6
	57	-7.1834031400469685E-6
	58	-6.877531491598313E-6
	59	-6.586366247076118E-6
	60	-6.308996075327696E-6
	61	-6.044578968974297E-6
	62	-5.792336013651922E-6
	63	-5.551545801045325E-6
	64	-5.321539410750847E-6
	65	-5.101695895732726E-6
	66	-4.8914382144047905E-6
	67	-4.690229559553777E-6
	68	-4.49757004044953E-6
	69	-4.312993679828547E-6
	70	-4.1360656920551644E-6
	71	-3.9663800127721135E-6
	72	-3.8035570537906047E-6
	73	-3.647241660141619E-6
	74	-3.4971012485829605E-6
	75	-3.35282410958101E-6
	76	-3.2141178563337147E-6
	77	-3.0807080066972466E-6
	78	-2.9523366849369508E-6
	79	-2.828761432019074E-6
	80	-2.7097541141322956E-6
	81	-2.5950999202821023E-6
	82	-2.4845964407709843E-6
	83	-2.3780528191307253E-6
	84	-2.2752889709863958E-6
	85	-2.1761348637913593E-6
	86	-2.08042985210574E-6
	87	-1.9880220635928912E-6
	88	-1.8987678313577006E-6
	89	-1.8125311686254843E-6
	90	-1.7291832822519072E-6
	91	-1.6486021217841087E-6
	92	-1.5706719611344134E-6
	93	-1.4952830102178119E-6
	94	-1.422331054104541E-6
	95	-1.351717117489327E-6
	96	-1.2833471524936356E-6
	97	-1.2171317479078023E-6
	98	-1.1529858582560656E-6
	99	-1.090828551158704E-6
	100	-1.030582771540398E-6
	101	-9.721751214658483E-7
	102	-9.155356544025481E-7
	103	-8.605976828837507E-7
	104	-8.072975984781084E-7
	105	-7.555747033202677E-7
	106	-7.053710522453944E-7
	107	-6.566313048225747E-7
	108	-6.093025865821404E-7
	109	-5.633343587734983E-7
	110	-5.18678296068751E-7
	111	-4.752881716869233E-7
	112	-4.33119749374683E-7
	113	-3.921306818205003E-7
	114	-3.522804150750706E-7
	115	-3.135300985383565E-7
	116	-2.7584250017725475E-7
	117	-2.3918192661837815E-7
	118	-2.0351414779665525E-7
	119	-1.6880632586788007E-7
	120	-1.3502694811947432E-7
	121	-1.0214576360830299E-7
	122	-7.013372329515034E-8
	123	-3.896292348525357E-8
	124	-8.60655231067417E-9
	125	2.0961160871043813E-8
	126	4.976499336749318E-8
	127	7.782877452569819E-8
	128	1.0517542867519419E-7
	129	1.3182701584133708E-7
	130	1.5780477034365963E-7
	131	1.831291373886705E-7
	132	2.0781980780595725E-7
	133	2.3189575099871653E-7
	134	2.5537524625518764E-7
	135	2.782759124518889E-7
	136	3.0061473631920205E-7
	137	3.224080992831821E-7
	138	3.4367180300513226E-7
	139	3.6442109365732427E-7
	140	3.8467068504187494E-7
	141	4.044347805944124E-7
	142	4.2372709432533275E-7
	143	4.4256087077768503E-7
	144	4.609489040486312E-7
	145	4.789035559012601E-7
	146	4.964367730631416E-7
	147	5.135601036943818E-7
	148	5.302847131240587E-7
	149	5.466213988556887E-7
	150	5.625806049063421E-7
	151	5.781724354699761E-7
	152	5.934066680136213E-7
	153	6.082927657558978E-7
	154	6.228398896037561E-7
	155	6.370569095792093E-7
	156	6.509524157255388E-7
	157	6.645347285531497E-7
	158	6.778119090376485E-7
	159	6.907917681778447E-7
	160	7.034818761649572E-7
	161	7.158895711374376E-7
	162	7.28021967595356E-7
	163	7.398859644400842E-7
	164	7.514882527012972E-7
	165	7.628353229223407E-7
	166	7.739334722495043E-7
	167	7.847888112526291E-7
	168	7.954072704304286E-7
	169	8.057946064807557E-7
	170	8.15956408317599E-7
	171	8.258981028288473E-7
	172	8.356249604258865E-7
	173	8.451421003685504E-7
	174	8.544544958636897E-7
	175	8.635669789959066E-7
	176	8.724842454389012E-7
	177	8.812108590080907E-7
	178	8.897512560063084E-7
	179	8.981097494348451E-7
	180	9.062905330379568E-7
	181	9.142976851760683E-7
	182	9.221351725748907E-7
	183	9.298068539206352E-7
	184	9.373164833275088E-7
	185	9.446677136759726E-7
	186	9.518640998268054E-7
	187	9.58909101714874E-7
	188	9.658060873419107E-7
	189	9.72558335640976E-7
	190	9.79169039255648E-7
	191	9.856413072098155E-7
	192	9.919781674797858E-7
	193	9.981825694879492E-7
	194	1.0042573865006008E-6
	195	1.0102054179256898E-6
	196	1.0160293915580944E-6
	197	1.021731965734473E-6
	198	1.0273157314056084E-6
	199	1.0327832141418026E-6
	200	1.038136876081188E-6
	201	1.043379117789784E-6
	202	1.0485122800835004E-6
	203	1.053538645761883E-6
	204	1.0584604413002834E-6
	205	1.063279838491233E-6
	206	1.0679989560045E-6
	207	1.0726198609241648E-6
	208	1.077144570220043E-6
	209	1.0815750521681001E-6
	210	1.085913227736495E-6
	211	1.0901609719126976E-6
	212	1.0943201150026343E-6
	213	1.0983924438640763E-6
	214	1.102379703133143E-6
	215	1.106283596382339E-6
	216	1.1101057872535988E-6
	217	1.1138479005643365E-6
	218	1.1175115233543506E-6
	219	1.1210982059251407E-6
	220	1.1246094628323319E-6
	221	1.1280467738442718E-6
	222	1.1314115848929849E-6
	223	1.1347053089628381E-6
	224	1.1379293269814846E-6
	225	1.1410849886555664E-6
	226	1.144173613316121E-6
	227	1.1471964907023516E-6
	228	1.1501548817406258E-6
	229	1.153050019300707E-6
	230	1.1558831089254762E-6
	231	1.1586553295325742E-6
	232	1.1613678341073686E-6
	233	1.1640217503670826E-6
	234	1.1666181814017746E-6
	235	1.1691582063152648E-6
	236	1.1716428808197657E-6
	237	1.1740732378372892E-6
	238	1.1764502880678767E-6
	239	1.1787750205489392E-6
	240	1.18104840319828E-6
	241	1.183271383339607E-6
	242	1.1854448882086936E-6
	243	1.1875698254550375E-6
	244	1.1896470836228685E-6
	245	1.1916775326177337E-6
	246	1.1936620241617007E-6
	247	1.195601392239452E-6
	248	1.1974964535220998E-6
	249	1.199348007793386E-6
	250	1.2011568383476926E-6
	251	1.2029237123901125E-6
	252	1.2046493814241058E-6
	253	1.2063345816110756E-6
	254	1.2079800341579703E-6
	255	1.2095864456444414E-6
	256	1.2111545083850215E-6
	257	1.2126849007590467E-6
	258	1.214178287534996E-6
	259	1.2156353201825247E-6
	260	1.217056637196586E-6
	261	1.2184428643789995E-6
	262	1.2197946151441407E-6
	263	1.221112490796118E-6
	264	1.222397080811316E-6
	265	1.2236489631029402E-6
	266	1.2248687042855626E-6
	267	1.226056859936252E-6
	268	1.2272139748338573E-6
	269	1.2283405832085362E-6
	270	1.2294372089795757E-6
	271	1.2305043659814477E-6
	272	1.2315425581873717E-6
